num,speaker,sentence
ep20-0392,효과음,나를봐 이렇게 곁에 있어도
ep20-0393,효과음,널 갖진 못하잖아
ep20-0394,조윤진,성균이 니도 늦었다잉
ep20-0395,삼천포,어 내구두!
ep20-0396,삼천포,내 구두 한짝이어디갔노
ep20-0397,삼천포,아 좀 비키봐라 쫌
ep20-0398,조윤진,야!
ep20-0399,조윤진,너 저쪽가서 해
ep20-0400,삼천포,가스나 니 눈에 그림 그릴 시간에
ep20-0401,삼천포,밥이나 한 숟가락 떠묵고 가겠다
ep20-0402,해태,야 이거 좀 먹고가라니까
ep20-0403,해태,야~ 언능언능
ep20-0404,해태,야 언능 이거 좀 먹고가
ep20-0405,해태,성공한 사람들은 있냐
ep20-0406,해태,다들 아침밥을 먹는다 하더라
ep20-0407,해태,짠 나의 특별한 브뤡 퍼스트!
ep20-0408,조윤진,이게 뭔디
ep20-0409,해태,딱 보면 모르냐 시리얼이자네
ep20-0410,해태,곡식에 우유탄거
ep20-0411,해태,TV봉께 다 이렇게 먹드만
ep20-0412,삼천포,내 그거무면 하루 종일 배 아프다
ep20-0413,조윤진,나도
ep20-0414,해태,아 이 촌스러운 것들
ep20-0415,칠봉이,근데
ep20-0416,칠봉이,나정이는?
ep20-0417,칠봉이,벌써 나갔어?
ep20-0418,해태,나정이?
ep20-0419,조윤진,아이 나정아 니는 회사에 모자쓰고 가도된대
ep20-0420,삼천포,우리 회사같으면 바로 날라차기다
ep20-0421,성나정,회사 가서 벗을라고
ep20-0422,성나정,내 먼저 가께
ep20-0423,해태,야.. 곡식 좀 먹고가라니까
ep20-0424,효과음,(전화벨)
ep20-0425,성나정,여보세요
ep20-0426,해태,(해태)나정아 니 오늘언제 들어오냐
ep20-0427,성나정,내 오늘 마이 늦는다 기다리지마라
ep20-0428,해태,(또야..)
ep20-0429,해태,(우미.. 짠한거)
ep20-0430,해태,(우리 시방 성균이 봉급날 해가꼬 형제갈비서 갈비 뜯고있는디)
ep20-0431,해태,(윤진이랑 동준이랑 진이씨까지 해가지고 싹다 왔어)
ep20-0432,해태,(아.. 니도 오면 좋을것인디)
ep20-0433,성나정,개안타 니들 끼리 마이 무라
ep20-0434,성나정,"아참 쑥쑥이는,"
ep20-0435,성나정,준이는 우짜고
ep20-0436,해태,(내 새끼 쑥쑥이도 델꼬왔지~)
ep20-0437,해태,(쑥쑥이는 인자 나의 자식이여)
ep20-0438,해태,(요새 잠도 나랑 잔다니까)
ep20-0439,성나정,에이고.. 좋겠다 축하한다
ep20-0440,성나정,그래 많이 묵고
ep20-0441,성나정,오야
ep20-0442,효과음,(전화벨)
ep20-0443,성나정,네
ep20-0444,칠봉이,(칠봉)어 나야 준이
ep20-0445,성나정,어 녹화는 잘 끝냈나
ep20-0446,칠봉이,(그럼~ 완전 잘 했지)
ep20-0447,칠봉이,(야 김혜수씨 너무 미인이더라)
ep20-0448,성나정,맞나
ep20-0449,칠봉이,(나정아)
ep20-0450,칠봉이,(잠깐만 나와봐)
ep20-0451,칠봉이,(나 회사앞이야)
ep20-0452,칠봉이,(바쁜거 알아 10초면 돼.. 딱 10초)
ep20-0453,칠봉이,나정아!
ep20-0454,칠봉이,자 선물
ep20-0455,칠봉이,너 일할 때 먹으라고
ep20-0456,성나정,니 이거 주러 온기가
ep20-0457,칠봉이,응
ep20-0458,칠봉이,"아,"
ep20-0459,칠봉이,10초됬다
ep20-0460,칠봉이,나간다
ep20-0461,효과음,(전화벨)
ep20-0462,성나정,여보세요
ep20-0463,성나정,여보세요
ep20-0464,성나정,야!
ep20-0465,빙그레,이만하길 다행이지..
ep20-0466,빙그레,기자들이 알았으면 특종감이다
ep20-0467,빙그레,어떡할꺼야 오른쪽 어깬데
ep20-0468,빙그레,너 프로맞냐
ep20-0469,칠봉이,야 괜찮아 임마
ep20-0470,칠봉이,김교수님이 심각한거 아니랬어
ep20-0471,칠봉이,그냥 살짝 놀란정도래
ep20-0472,빙그레,놀란 정도래?
ep20-0473,빙그레,야
ep20-0474,칠봉이,아아!!
ep20-0475,빙그레,너 지금 이거 안올라가거든
ep20-0476,칠봉이,야 아퍼
ep20-0477,성나정,야.. 니 다음 주 출국 아이가
ep20-0478,성나정,다음 주 까지 낫겠나 이거
ep20-0479,빙그레,어떻게 낫겠냐
ep20-0480,빙그레,붕대 풀어도 계속 아플텐데
ep20-0481,빙그레,아 그러게 야밤에 어딜 그렇게 싸돌아 댕겨
ep20-0482,빙그레,에이전트 형은 알어?
ep20-0483,칠봉이,아니
ep20-0484,칠봉이,다행히 형 휴가갔어
ep20-0485,칠봉이,뭐 잘됬지 뭐.. 이참에 병원에서 좀 쉬지 뭐
ep20-0486,빙그레,진짜 청승이다 청승..
ep20-0487,빙그레,야 나 가봐야돼 실습이야
ep20-0488,칠봉이,어 가봐 고맙다
ep20-0489,빙그레,쉬어
ep20-0490,빙그레,너는?
ep20-0491,칠봉이,아..
ep20-0492,해태,야야야 가서 나정이 좀 깨워라
ep20-0493,해태,어제 야근한다디만 아직 자는갑다
ep20-0494,빙그레,나정이 병원에서 바로 출근할거야
ep20-0495,조윤진,병원은 왜?
ep20-0496,삼천포,다칬나?
ep20-0497,해태,야야야 뭔일인디
ep20-0498,해태,뭐 어디많이 다쳤어? 가봐야 되는거 아니여?
ep20-0499,빙그레,아니. 칠봉이가 좀 다쳤어
ep20-0500,조윤진,야 기자들 알면 난리 나겄다잉
ep20-0501,빙그레,그래도 칠봉이네 에이전시에서 잘 막은거 같애
ep20-0502,빙그레,알면 타격있으니까
ep20-0503,해태,야 코치님도 아신다디?
ep20-0504,빙그레,아니.. 아직 아무도 몰라
ep20-0505,빙그레,병실에만 숨어있으니까
ep20-0506,조윤진,아이고.. 나정이가 고생이다잉
ep20-0507,조윤진,갸는 또 지 때매 그래된지 알고 얼마나 마음쓰겠냐
ep20-0508,빙그레,나정이 오늘 퇴근하고 병원에 다시 또 온다그랬으니까
ep20-0509,빙그레,밤에 다같이 보지 뭐
ep20-0510,조윤진,오야
ep20-0511,해태,나도 쑥쑥이 옆집에 맡겨놓고 잠깐 들려야 쓰겄다
ep20-0512,해태,야 너 오늘 시간 괜찮지
ep20-0513,삼천포,덜 익힜따
ep20-0514,삼천포,덜 삶킸다
ep20-0515,해태,야 조윤진
ep20-0516,해태,다시한번 생각해봐야
ep20-0517,해태,세상은 넓고 남자는 많응께
ep20-0518,조윤진,그래도 우리 성균인 세상에서 하나 뿐인디~
ep20-0519,해태,치..
ep20-0520,해태,아 염병
ep20-0521,삼천포,아~
ep20-0522,삼천포,요건 내꺼
ep20-0523,해태,아우..
ep20-0524,해태,계속해봐 계속해봐
ep20-0525,해태,해봐봐한번
ep20-0526,삼천포,미안하다 아침부터 우리가 괜한 짓을 한거 같다
ep20-0527,칠봉이,어 왔어?
ep20-0528,성나정,저녁은
ep20-0529,성나정,저녁은 먹었나
ep20-0530,칠봉이,아니
ep20-0531,칠봉이,아직 안 먹었어
ep20-0532,칠봉이,너 오면 먹을라고 기다리고 있었지
ep20-0533,칠봉이,뭐야
ep20-0534,성나정,떡볶이~
ep20-0535,칠봉이,떡볶이~~
ep20-0536,성나정,어깨는 좀 괜찮나
ep20-0537,성나정,교수님 뭐라 하시대
ep20-0538,칠봉이,시간이 좀 걸릴 거 같대
ep20-0539,칠봉이,그래서 당분간 니가 좀 고생해 줘야 될 수도 있겠는데..
ep20-0540,성나정,음.. 고생은 무슨
ep20-0541,성나정,하숙집보다 조용하고 좋지 뭐
ep20-0542,성나정,얼른 무라
ep20-0543,칠봉이,어
ep20-0544,칠봉이,아..
ep20-0545,칠봉이,아~
ep20-0546,칠봉이,응..
ep20-0547,칠봉이,야 우리 이거 먹고 내 노트북으로 프렌즈 볼래?
ep20-0548,칠봉이,내가 미국에서봤는데 진짜 재밌드라고
ep20-0549,칠봉이,내가 CD로 구워왔지롱
ep20-0550,칠봉이,아 너..
ep20-0551,칠봉이,집에 가야 돼?
ep20-0552,성나정,아이다
ep20-0553,성나정,내 오늘도 여서 잘끼다
ep20-0554,성나정,내 이따 밤에 잠깐 집에 가가지고 옷만 갈아입고 오께
ep20-0555,칠봉이,아 진짜?
ep20-0556,성나정,근데 니 프렌즈 몇 시즌인데
ep20-0557,성나정,몇 시즌 구웠노
ep20-0558,칠봉이,6 시즌
ep20-0559,칠봉이,챈들러가..
ep20-0560,칠봉이,청혼할 거 같애
ep20-0561,효과음,(프렌즈보는 중)
ep20-0562,다같이,하하하
ep20-0563,성나정,야 니 자막은 어따 팔아먹었노
ep20-0564,칠봉이,내말이.. 왜 안나오지 분명히 같이 들어있었는데
ep20-0565,칠봉이,야 방금 모니카가 레이첼한테 뭐라고 한거야
ep20-0566,성나정,니 미국에서 2년 안 살았나
ep20-0567,칠봉이,그렇지
ep20-0568,성나정,근데 뭐라카는지 모르겠나
ep20-0569,칠봉이,내 영어가 잘 안맞더라고
ep20-0570,칠봉이,그래도 일어는 잘해~
ep20-0571,다같이,으흐흐..
ep20-0572,다같이,하하.
ep20-0573,빙그레,애들왔다
ep20-0574,조윤진,우리왔어~
ep20-0575,해태,야 봉아 니 괜찮냐
ep20-0576,삼천포,야 몇평이고 이거 얼마짜리 방이고~
ep20-0577,성나정,줘
ep20-0578,성나정,들어와들어와 앉어
ep20-0579,해태,우미우미.. 우짜쓰까
ep20-0580,해태,너 지금 그 어깨가 얼마짜린디 걱정도 안되냐?
ep20-0581,칠봉이,야 괜찮아 한달정도만 재활하면 돼
ep20-0582,칠봉이,그리고 어깨는 원래부터 안좋았어
ep20-0583,빙그레,야 원래 안좋았으니까 더 걱정이지
ep20-0584,빙그레,얜 아직 팔도 못움직인다 야
ep20-0585,빙그레,사태의 심각성을 몰라요
ep20-0586,성나정,으이구.. 그러게 케이크는 왜 산다고 그래가지고 내가 몬산다 진짜
ep20-0587,조윤진,니 얼마나 있어야 된다디
ep20-0588,조윤진,니 다음주 출국아이냐
ep20-0589,조윤진,오늘 뉴스 크게 낫드만은
ep20-0590,조윤진,니 다음 주부터 동계훈련 합류한다고
ep20-0591,칠봉이,붕대는 출국전에 풀면되고
ep20-0592,칠봉이,크게 움직이지만 않으면 티안날거야
ep20-0593,칠봉이,구단가면 바로 재활해야지
ep20-0594,삼천포,그래도 니 미국 가기전에 술한잔 해야되는데
ep20-0595,삼천포,또 언제 볼줄알고
ep20-0596,성나정,니들이 사온나 여기서 마시면 되지
ep20-0597,조윤진,그러까
ep20-0598,해태,아 안돼안돼!
ep20-0599,해태,그럼 우리 쑥쑥이는?
ep20-0600,해태,"남의집에다 그렇게 오래 맡기는거 아녀. 빨리 가야돼, 안돼"
ep20-0601,성나정,하이고.. 아빠납시셨다 아빠납시셨어
ep20-0602,성나정,우리 준이 이러다가 진짜 친아빠친엄마 다 까먹겠다잉
ep20-0603,해태,야 벌써 까먹었지
ep20-0604,해태,엄니랑 아버지랑 퇴원해가꼬 집에오시면 겁나 섭섭해할걸
ep20-0605,해태,쑥쑥이 갸는 인제 나 없음 안돼~
ep20-0606,삼천포,좋겠다 축하한다 얼라 사랑 마이 받아가
ep20-0607,삼천포,근데 코치님 요새는 주식 안하시제
ep20-0608,삼천포,우리가 인자는 말려야된다
ep20-0609,삼천포,하숙집 날라가뿌면 우짜노
ep20-0610,빙그레,설마 또 하실까..
ep20-0611,빙그레,그 때 그 시티폰 이후로 안하시는거 같든데
ep20-0612,해태,그치
ep20-0613,해태,내가 살면서 아버지만큼 거꿀로 잘 맞추는 사람은 첨 봤다니까
ep20-0614,해태,어떻게 그냥 꺼꿀로 맞추는데는 귀신이여 귀신
ep20-0615,성동일,쟈도 빤짝빤짝빤짝이구만..
ep20-0616,이일화,와~ 요즘아들이 좋아하는 얼굴인데
ep20-0617,성동일,이 사람아 쟈는 헤어스타일이 문제여..
ep20-0618,성동일,저 긴머리를 싹둑 잘라불고 마빡을 시원하게 내보여야
ep20-0619,성동일,승승장구하는 것이여
ep20-0620,성동일,"쟈는 안있는가 긴머리, 저 생머리 고집했다가는"
ep20-0621,성동일,저 완전히 쪽박차네.
ep20-0622,성동일,"올 연말, 까딱 못넘기네 쟤"
ep20-0623,성동일,딱 보면 바로 보여부러 미래가
ep20-0624,성동일,어 보이네..
ep20-0625,성동일,쯧쯧쯧..
ep20-0626,성동일,에이그
ep20-0627,성동일,안쓰러
ep20-0628,다같이,하하하하
ep20-0629,성나정,내 잠깐 아빠보고 집에 들맀다오께 니 뭐 필요한거 없나
ep20-0630,칠봉이,아냐 없어
ep20-0631,칠봉이,너만 빨리오면 돼
ep20-0632,칠봉이,이따 물리치료실 같이 가야된다
ep20-0633,성나정,알겠다
ep20-0634,성나정,"야 이거 무라잉, 여 두께"
ep20-0635,해태,몸조리 잘하고
ep20-0636,해태,뭐 먹고싶으면 얘기해 당장이라도 사다줄라니까
ep20-0637,칠봉이,아냐 됬어
ep20-0638,삼천포,그래도 혼자있었으면 마음이 좀 그랬을낀데
ep20-0639,삼천포,나정이 있어가지고 마음이 좀 낫다
ep20-0640,조윤진,긍께~
ep20-0641,조윤진,야 근데 닌 왜 부모님한테 연락안했냐
ep20-0642,조윤진,너거엄만 서울에 있을거 아니여
ep20-0643,칠봉이,바쁘셔
ep20-0644,칠봉이,일부러 연락안드렸어
ep20-0645,삼천포,아부지는~
ep20-0646,삼천포,아빠라도 오시라 카지
ep20-0647,삼천포,그래도 꽤 입원해 있어야되는데
ep20-0648,삼천포,그래도 옆에 가족이 있어야 안되나
ep20-0649,성나정,"야 니들이 자주 놀러오면 되지, 얼른가자 내 시간없다"
ep20-0650,성나정,내 갔다오께
ep20-0651,조윤진,쉬어~
ep20-0652,빙그레,좀 있다오께
ep20-0653,칠봉이,고맙다
ep20-0654,조윤진,또오께~ 쉬어라~
ep20-0655,빙그레,조리 잘하고
ep20-0656,칠봉이,알았어~ 빨리와~
ep20-0657,빙그레,나 먼저 갈게
ep20-0658,빙그레,이따 집에서 보자
ep20-0659,해태,그래 잘가셔 친구
ep20-0660,삼천포,내 차에 다 탈 수 있겠제
ep20-0661,해태,야.. 니 차에다 뭐 거북이 실어놨냐
ep20-0662,해태,"빨리 말해, 올때 맨키로 그 속도로 갈꺼면은 나랑 나정이랑 택시타고 가고"
ep20-0663,삼천포,"안전운전, 방어운전 모리나"
ep20-0664,삼천포,내 다 너거들 위해서 그러는 기다
ep20-0665,해태,방어운전 같은소리하고 자빠졌네
ep20-0666,해태,야 니가 대한민국 도로교통상황에 얼마나 악영향을 미치고 있는지 아냐
ep20-0667,조윤진,야 험하게 모는거 보다 훨 낫구먼 괜히 뭐라그러네 진짜
ep20-0668,조윤진,야 괜차네 괜찮응께 옆에서 누가 뭐라고 씨부리쌌튼가 말던가
ep20-0669,조윤진,신경끄고 이 속도 유지해서 고대로 몰아잉
ep20-0670,조윤진,나는 세상에서 우리 성균이가 운전하는 차가 젤로 편하고 좋응께
ep20-0671,해태,야 조윤진이
ep20-0672,해태,너 솔직하니 얘기해봐
ep20-0673,해태,너 성균이 집에있는 배 봤지?
ep20-0674,해태,"안강망 그 66톤짜리랑 30톤짜리 두대, 너 그거 봤지?"
ep20-0675,해태,니가 그러지 않고서야 자한테 그럴수가 없지
ep20-0676,해태,너 그거 봤지? 어?
ep20-0677,조윤진,어~
ep20-0678,삼천포,그거!
ep20-0679,삼천포,다 니끼다
ep20-0680,조윤진,진짜~?
ep20-0681,삼천포,히히히
ep20-0682,해태,아 염병
ep20-0683,해태,아 그나저나 우리 애정이 불쌍해서 어떡하냐 그믄
ep20-0684,해태,IMF땜시 부도만 안났어도 우리 순천교통 싹다 애정이 것인디
ep20-0685,해태,시내버스 시외버스 관광버스 싹다 합치면 안강망 저거 째바리도 안되는디
ep20-0686,해태,야 천포야 이렇게 하자
ep20-0687,해태,너랑나랑 같이 산 정도 있으니까
ep20-0688,해태,"30톤 짜리 하나만 주라, 애정이 주자"
ep20-0689,보조출연,야
ep20-0690,보조출연,하루종일 김샘 안보인다
ep20-0691,보조출연,말도마라 김샘 곧 죽게 생깄다
ep20-0692,보조출연,감기. 열이 40도 란다
ep20-0693,보조출연,며칠전부터 골골대드마.. 아 새키는
ep20-0694,보조출연,그래 약무라 캤드만
ep20-0695,보조출연,하여튼 금수다 금수
ep20-0696,보조출연,하기사 뭐 지가 감기를 걸리본 적이 있어야 뭐..
ep20-0697,보조출연,그게 감긴지 아닌지 알지
ep20-0698,보조출연,지금 어딨어
ep20-0699,보조출연,어딨기는 집에서 혼자 청승 떨고 있지
ep20-0700,보조출연,어제는 죽겠는지.. 지가 병가내고 나가대
ep20-0701,보조출연,근데 오늘 회진 때 안나와가 난리났다아이가
ep20-0702,보조출연,전화도 안받고 호출도 안받고.. 그랄 놈이 아닌데..
ep20-0703,보조출연,아 그래도 교수님들이 이뻐하니까 그냥 넘어갔지
ep20-0704,보조출연,우리같았으면 벌써 딴 병원갔다
ep20-0705,보조출연,진짜..
ep20-0706,보조출연,김샘이 그럴 때가 다있어?
ep20-0707,보조출연,그 악바리가?
ep20-0708,보조출연,지도 늙은거지뭐
ep20-0709,보조출연,암튼..
ep20-0710,보조출연,좀전에 혹시 죽었나 싶어가 집에 가봤거든
ep20-0711,보조출연,혼자 이불 덮어 쓰고 디비자드라
ep20-0712,보조출연,링겔 하나 꼽고 왔지 뭐
ep20-0713,보조출연,그래서 오늘 밤에 우리 둘이
ep20-0714,보조출연,당직이다
ep20-0715,보조출연,지금 당직이 문제냐
ep20-0716,보조출연,가자
ep20-0717,보조출연,커피 사주께
ep20-0718,보조출연,가시나 쿨한대~
ep20-0719,보조출연,가자.
ep20-0720,성동일,아이고..
ep20-0721,성동일,씨레기 놈은 도통 안보인데
ep20-0722,이일화,그체 내도 이참에 얼굴 함 볼라 캤드만
ep20-0723,성동일,아 당신이 임자가 이렇게 있는거 알믄 그냥 부리나케 달려왔을것인디
ep20-0724,성동일,그래도 안온거 보면 뭔일 있는거 같은디
ep20-0725,성동일,"아따 참말로.. 보여도 걱정, 니기럴 안보여도 걱정.."
ep20-0726,이일화,혹시 어데 아픈거 아이가
ep20-0727,성동일,예끼 이사람아 그놈이 어디 아픈거 봤는가
ep20-0728,성동일,걔 학교다닐 때 지네 반 애들은 식중독 걸려가지고 전부 다 그냥
ep20-0729,성동일,설사 똥 빌빌 싸고 있는디
ep20-0730,성동일,걔 혼자 그거 소화시키고 굵은 똥 싼 놈 이여
ep20-0731,성동일,그나저나 지방에 세미나 간거 아녀..
ep20-0732,이일화,아이고.. 그래도 얼굴 함 봤으면 좋겠는데
ep20-0733,성동일,아유 뭐 그런 놈 얼굴 봐서 뭣해..
ep20-0734,성동일,못생긴놈..
ep20-0735,성동일,그나저나 뭔 커플 옷을 입게했대 뻘겋게.
ep20-0736,이일화,색깔 이쁘제
ep20-0737,이일화,헤헤헤
ep20-0738,성동일,임자 우리 짧게 생각하세
ep20-0739,성동일,문잠그고..
ep20-0740,이일화,흐흐..
ep20-0741,이일화,그러다 코뼈 또 다시 내려앉는다잉 흐흐
ep20-0742,이일화,조심해라
ep20-0743,성나정,야
ep20-0744,성나정,니 이래 나와있어도 되나
ep20-0745,칠봉이,이미 뭐 다들 아는 분위기인데 뭐
ep20-0746,칠봉이,여기 의사선생님들이랑 간호사분들도 대충 다 아시는거 같애
ep20-0747,칠봉이,나정아
ep20-0748,칠봉이,오늘도..
ep20-0749,칠봉이,옆에 있을거지
ep20-0750,성나정,응
ep20-0751,성나정,안갈끼다
ep20-0752,성나정,오늘도 옆에 있을끼다
ep20-0753,칠봉이,나 다 나을 때까지 나랑 있어야 돼
ep20-0754,성나정,오야
ep20-0755,성나정,좀 개안나
ep20-0756,칠봉이,응...
ep20-0757,빙그레,준아~
ep20-0758,빙그레,아 깜짝이야
ep20-0759,빙그레,선배님 안녕하세요
ep20-0760,보조출연,니가 여기 왠일이고
ep20-0761,보조출연,지하아니가?
ep20-0762,보조출연,아 저 사촌이 입원해가지고요..
ep20-0763,보조출연,병문안..
ep20-0764,보조출연,니 야 모르나?
ep20-0765,보조출연,김동준이라고 다이다이 남자친구
ep20-0766,보조출연,아 정말?
ep20-0767,빙그레,안녕하세요
ep20-0768,보조출연,아 맞다 그라고
ep20-0769,보조출연,쓰레기 똘마이.
ep20-0770,보조출연,강아지.
ep20-0771,보조출연,김샘이랑 한 집에 같이 살던아 아니가
ep20-0772,보조출연,"마, 니가 지금 친척 병문안 할 때가 아니다 자슥아"
ep20-0773,보조출연,김샘 다 죽어간다
ep20-0774,보조출연,네?
ep20-0775,보조출연,감기가 걸리가 정신 못 차리고 있다아이가
ep20-0776,보조출연,열이 40도까지 올라가 어제오늘 출근도 못했다
ep20-0777,보조출연,아 이새끼이거.. 병원오고 처음이네
ep20-0778,보조출연,"하긴 뭐, 감기걸린게 처음이니까.."
ep20-0779,보조출연,아 그라이까 다 코감긴데
ep20-0780,보조출연,약 한번 먹고 주사 함 맞았으면 얼마나 좋노
ep20-0781,보조출연,개안타꼬 개안타꼬.. 뽈뽈거리면서 싸댕기드만
ep20-0782,보조출연,지금은 코 편도 목감기 이만큼까지 다 헐어가
ep20-0783,보조출연,말도 제대로 모한다
ep20-0784,보조출연,어버버거리고 있다
ep20-0785,보조출연,안그래도 집에 함 가보이까네
ep20-0786,보조출연,이 새끼 약도 안사먹고 이불하나 돌돌말고 쳐 디비자드라
ep20-0787,보조출연,원시인아이가 원시인.. 곰 새끼
ep20-0788,보조출연,내 같으면 집에 내려가겠다
ep20-0789,보조출연,아니면 친구를 부르든가
ep20-0790,보조출연,뭐한다꼬 지혼자.. 열이 그래 나는데
ep20-0791,보조출연,얼굴 만짓다가 손 딜뻔 했다아이가
ep20-0792,보조출연,"의사란 놈이 병원와가,"
ep20-0793,보조출연,주사 맞고 약먹고
ep20-0794,보조출연,아 병원엔 천지 삐까리 약인데.. 아무거나 줏어무면 낫겠구만
ep20-0795,보조출연,아 새끼 진짜..
ep20-0796,성나정,준아~ 저녁 왔다 밥묵자
ep20-0797,성나정,내도 밥 좀 돌리오께
ep20-0798,성나정,니 돈까스 좋아하제
ep20-0799,성나정,이것도 돌리오까
ep20-0800,칠봉이,어..
ep20-0801,칠봉이,"빨리 갔다와, 나 배고프다"
ep20-0802,성나정,응 얼른 갔다오께
ep20-0803,칠봉이,나정아
ep20-0804,칠봉이,너 내일은 좀 일찍 올 수 있어?
ep20-0805,칠봉이,나 내일.. MRI찍으러 가야되는데
ep20-0806,칠봉이,시간이 여섯시더라구
ep20-0807,칠봉이,혼자 가기 싫어서
ep20-0808,성나정,그래
ep20-0809,성나정,내 이번주는 좀 한가하다
ep20-0810,성나정,내일 다섯시 반까지 오께
ep20-0811,칠봉이,어.. 고마워
ep20-0812,칠봉이,나정아
ep20-0813,칠봉이,다음 주에 퇴원하고 나랑 영화보러 가야돼
ep20-0814,칠봉이,나 아직 러브레터 못 봤거든
ep20-0815,칠봉이,"러브레터 보고,"
ep20-0816,칠봉이,내가 전에 꽃게집 얘기했잖아
ep20-0817,칠봉이,"거기가서 저녁도 같이 먹자, 알았지"
ep20-0818,칠봉이,음.. 출국하는 날까지 스케쥴 잡아놔야 겠다
ep20-0819,칠봉이,밤비행기라 낮엔 좀 시간이 많거든
ep20-0820,성나정,알겠다
ep20-0821,성나정,얼른 낫기나 해라
ep20-0822,성나정,니 어깨는 좀 개안나
ep20-0823,성나정,차도가 있나
ep20-0824,칠봉이,아니.. 전혀
ep20-0825,칠봉이,똑같애
ep20-0826,성나정,맞나
ep20-0827,칠봉이,나정아 저녁먹고.. 우리둘이 산책하러 갈까
ep20-0828,칠봉이,내가 사람없는데 알아놨어
ep20-0829,성나정,네 알겠습니다 얼른 식사나 드시지요~
ep20-0830,칠봉이,아..
ep20-0831,칠봉이,눈도오고..
ep20-0832,효과음,박기영 마지막사랑
ep20-0833,효과음,모두 이해한다 믿고만 싶었던 거야
ep20-0834,효과음,너무 힘들다고 말하는 널 보며
ep20-0835,효과음,잠시 헤어지자고 말을 했던 나였어
ep20-0836,효과음,미안했어 나의 이기심들에
ep20-0837,효과음,상처 입어가는 널 보지 못했던 거야
ep20-0838,효과음,마지막이라고 믿었던 사랑을 바보처럼 보내고
ep20-0839,효과음,사진 속에 웃고 있는 너를 봐
ep20-0840,효과음,어디있니 넌 지금
ep20-0841,효과음,점점 바래져 가는 니모습 그려보고있어
ep20-0842,효과음,단 한번이라도 내 모습 떠올라 긴 한숨 짓고있다면
ep20-0843,효과음,다시 돌아와 너를 위해 비워 둔 내 맘속 그곳에
ep20-0844,효과음,마지막 사랑이라 믿는 내게로
ep20-0845,효과음,마지막 사랑이라 믿는 내게로
ep20-0846,성나정,아직 안잤나
ep20-0847,효과음,마지막 사랑이라 믿는 내게로
ep20-0848,효과음,마지막 사랑이라 믿는 내게로
ep20-0849,성나정,얼른 자라
ep20-0850,효과음,마지막 사랑이라 믿는 내게로
ep20-0851,성나정,내일 또 물리 치료 할라면 힘들끼다
ep20-0852,효과음,마지막 사랑이라 믿는 내게로
ep20-0853,효과음,마지막 사랑이라 믿는 내게로
ep20-0854,칠봉이,응 너도 얼른 자
ep20-0855,효과음,미안했어 나의 이기심들에
ep20-0856,효과음,미안했어 나의 이기심들에
ep20-0857,성나정,오야
ep20-0858,효과음,미안했어 나의 이기심들에
ep20-0859,효과음,미안했어 나의 이기심들에
ep20-0860,칠봉이,나정아
ep20-0861,효과음,미안했어 나의 이기심들에
ep20-0862,효과음,미안했어 나의 이기심들에
ep20-0863,성나정,응?
ep20-0864,효과음,미안했어 나의 이기심들에
ep20-0865,효과음,상처 입어가는 널 보지 못했던 거야
ep20-0866,효과음,상처 입어가는 널 보지 못했던 거야
ep20-0867,칠봉이,잘 자..
ep20-0868,효과음,상처 입어가는 널 보지 못했던 거야
ep20-0869,효과음,마지막이라고 믿었던 사랑을 바보처럼 보내고
ep20-0870,효과음,사진 속에 웃고 있는 너를 봐
ep20-0871,효과음,어디있니 넌 지금
ep20-0872,효과음,점점 바래져 가는 니모습 그려보고있어
ep20-0873,효과음,단 한번이라도 내 모습 떠올라 긴 한숨 짓고있다면
ep20-0874,효과음,다시 돌아와 너를 위해 비워 둔 내 맘속 그곳에
ep20-0875,효과음,영원히 나를 지켜줘
ep20-0876,효과음,단 한번이라도 내 모습 떠올라 긴 한숨 짓고있다면
ep20-0877,효과음,다시 돌아와 너를 위해 비워 둔 내 맘속 그곳에
ep20-0878,효과음,마지막 사랑이라 믿는 내게로
ep20-0879,성동일,아 저기 임자
ep20-0880,성동일,오늘 토요일인데 재미난거 없나 테레비 함 틀어보소
ep20-0881,이일화,당신이 테레비 그래 좋아했나
ep20-0882,이일화,내 몰랐다
ep20-0883,이일화,뭐 볼낀데
ep20-0884,성동일,아 틀어봐
ep20-0885,성동일,으으~
ep20-0886,성동일,나는 요새 광고가 재미나드만 광고가..
ep20-0887,성동일,이렇게보믄..
ep20-0888,성동일,아따 또 빤짝이 빤짝이
ep20-0889,성동일,지대로 빤짝이 또 나와부렀네
ep20-0890,이일화,또 누군데
ep20-0891,성동일,아 요즘사람들은 이렇게 보는 눈이 없는지 모르겄어
ep20-0892,성동일,저런애를 모델로 쓰고 광고비 까지 주는지 모르겄어
ep20-0893,성동일,딱 봐봐 쟤는 딱 20세기에나 먹힐 얼굴이자네
ep20-0894,성동일,말함 서도 벌써 얼굴이 질려불구만..어우 질려
ep20-0895,이일화,와 억스로 잘 생깄는데
ep20-0896,성동일,아 딱봐봐 이사람이 잘생기긴 뭣이 잘 생겨
ep20-0897,성동일,그나마 자는 그래도 긴 머리스타일
ep20-0898,성동일,헤어스타일 때문에 근근히 먹고 살것네
ep20-0899,성동일,지가 이미지 변신한다고 멜로하고
ep20-0900,성동일,아저씨스타일로 머리 딱 잘라불잖아?
ep20-0901,성동일,쟤는 그날로 연예인 생활 쫑치고 개 쪽박 차부네
